Fecha,Rótulo,Localidad,IDProvincia,Precio Gasolina 95 E5,Precio Gasoleo A
2026-04-15,BP PLAYA LAS AMERICAS,PLAYA DE LAS AMERICAS (ARONA),38,1.475,1.659
2026-04-15,CEPSA COSTA DEL SILENCIO,COSTA DEL SILENCIO,38,1.419,1.614
2026-04-15,SHELL,BARLOVENTO,38,1.569,1.599
2026-04-15,DISA,SAN PEDRO DE BREÑA ALTA,38,1.699,1.619
2026-04-15,SHELL,BREÑA,38,1.695,1.619
2026-04-15,MOEVE,BREÑA ALTA,38,1.622,1.599
2026-04-15,DISA,BUENAVISTA DEL NORTE,38,1.505,1.689
2026-04-15,DISA CANDELARIA,CANDELARIA,38,1.475,1.649
2026-04-15,DISA LAS CALETILLAS,CALETILLAS (LAS),38,1.575,1.755
2026-04-15,TGAS,CALETILLAS (LAS),38,1.559,1.699
2026-04-15,PCAN,BARRANCO HONDO,38,1.468,1.638
2026-04-15,CEPSA,FASNIA,38,1.439,1.654
2026-04-15,DISA,FASNIA,38,1.479,1.639
2026-04-15,REPSOL,FASNIA,38,1.469,1.639
2026-04-15,DISA EL PINAR,PINAR (EL),38,1.619,1.749
2026-04-15,DISA FRONTERA,FRONTERA,38,1.619,1.749
2026-04-15,"DEL VALLE COMBUSTIBLES, S.L.",FRONTERA,38,1.551,1.678
2026-04-15,PCAN,FUENCALIENTE,38,1.549,1.598
2026-04-15,E.S. LA CALETA,GARACHICO,38,1.459,1.649
2026-04-15,TGAS GARAFÍA,GARAFIA,38,1.695,1.65
2026-04-15,BP AEROPUERTO REINA SOFIA,AEROPUERTO REINA SOFIA (SANTA CRUZ DE TENERIFE),38,1.475,1.659
2026-04-15,REPSOL,AEROPUERTO REINA SOFIA (SANTA CRUZ DE TENERIFE),38,1.469,1.639
2026-04-15,PCAN,GRANADILLA DE ABONA,38,1.436,1.629
2026-04-15,DISA GRANADILLA,GRANADILLA DE ABONA,38,1.505,1.675
2026-04-15,MOEVE,GRANADILLA DE ABONA,38,1.449,1.639
2026-04-15,CEPSA LOS LLANOS (MOEVE) - GRANADILLA,GRANADILLA DE ABONA,38,1.439,1.594
2026-04-15,DISA SAN ISIDRO,SAN ISIDRO,38,1.485,1.659
2026-04-15,REPSOL,SAN ISIDRO,38,1.439,1.624
2026-04-15,TGAS EL MÉDANO,MEDANO (EL),38,1.459,1.634
2026-04-15,TGAS SANTA CATALINA,GUANCHA (LA),38,1.477,1.597
2026-04-15,PCAN,GUANCHA (LA),38,1.402,1.569
2026-04-15,DISA           STO DOMINGO,SANTO DOMINGO,38,1.409,1.539
2026-04-15,CEPSA,GUIA DE ISORA,38,1.429,1.614
2026-04-15,DISA,GUIA DE ISORA,38,1.499,1.599
2026-04-15,SHELL,GUIA DE ISORA,38,1.499,1.599
2026-04-15,E.S. CEPSA CHIO,CHIO,38,1.479,1.609
2026-04-15,DISA PLAYA SAN JUAN,PLAYA DE SAN JUAN,38,1.495,1.629
2026-04-15,PCAN,ALCALA,38,1.439,1.649
2026-04-15,MOEVE,GÜIMAR,38,1.439,1.629
2026-04-15,DISA PUERTITO,GÜIMAR,38,1.439,1.629
2026-04-15,DISA GÜIMAR,GÜIMAR,38,1.475,1.649
2026-04-15,SHELL GUIMAR,GÜIMAR,38,1.439,1.629
2026-04-15,OCÉANO,GÜIMAR,38,1.347,1.599
2026-04-15,EL ESCOBONAL,ESCOBONAL (EL),38,1.439,1.609
2026-04-15,DISA HERMIGUA,HERMIGUA,38,1.669,1.859
2026-04-15,DISA ICOD DE LOS VINOS,ICOD DE LOS VINOS,38,1.485,1.669
2026-04-15,SHELL ICOD DE LOS VINOS,ICOD DE LOS VINOS,38,1.505,1.689
2026-04-15,CEPSA,ICOD DE LOS VINOS,38,1.459,1.664
2026-04-15,RED DE COMBUSTIBLES CANARIOS,ICOD DE LOS VINOS,38,1.369,1.499
2026-04-15,DISA ,LLANOS DE ARIDANE (LOS),38,1.695,1.619
2026-04-15,SHELL,LLANOS DE ARIDANE (LOS),38,1.695,1.619
2026-04-15,BP LOS LLANOS,LLANOS DE ARIDANE (LOS),38,1.635,
2026-04-15,DISA LA MATANZA,MATANZA DE ACENTEJO (LA),38,1.515,1.659
2026-04-15,DISA EL BOHIO,MATANZA DE ACENTEJO (LA),38,1.498,1.686
2026-04-15,SHELL ACENTEJO,GUIA,38,1.515,1.659
2026-04-15,DISA,OROTAVA (LA),38,1.475,1.659
2026-04-15,BP EL RAMAL,OROTAVA (LA),38,1.475,1.659
2026-04-15,CEPSA LA CAÑADA,OROTAVA (LA),38,1.419,1.619
2026-04-15,REPSOL BARROSO,OROTAVA (LA),38,1.499,1.599
2026-04-15,PLENERGY,LUZ (LA),38,1.395,1.559
2026-04-15,BP EL TROMPO,SAN JERONIMO,38,1.475,1.659
2026-04-15,PLENERGY,ARENAS (LAS),38,1.395,1.559
2026-04-15,REPSOL,PERDOMA (LA),38,1.459,1.669
2026-04-15,SHELL LA PERDOMA,OROTAVA (LA),38,1.475,1.659
2026-04-15,DISA,PASO (EL),38,1.695,1.619
2026-04-15,SHELL,PASO (EL),38,1.695,1.669
2026-04-15,BP PUERTO DE LA CRUZ,PUERTO DE LA CRUZ,38,1.475,1.659
2026-04-15,SHELL,PUERTO DE LA CRUZ,38,1.475,1.629
2026-04-15,SHELL EL AGUILA,PUERTO DE LA CRUZ,38,1.485,1.645
2026-04-15,CEPSA PUERTO DE LA CRUZ,PUERTO DE LA CRUZ,38,1.429,1.619
2026-04-15,DISA,PUERTO DE LA CRUZ,38,1.485,1.639
2026-04-15,REPSOL,PUNTAGORDA,38,1.55,1.65
2026-04-15,SHELL PUNTALLANA,PUNTALLANA,38,1.599,1.689
2026-04-15,TGAS LA GORVORANA,REALEJOS (LOS),38,1.469,1.659
2026-04-15,SHELL LAS DEHESAS,REALEJOS (LOS),38,1.495,1.645
2026-04-15,SHELL LOS REALEJOS,REALEJOS (LOS),38,1.485,1.645
2026-04-15,PCAN,REALEJOS (LOS),38,1.428,1.598
2026-04-15,CEPSA,REALEJOS (LOS),38,1.438,1.669
2026-04-15,DISA LOS BARROS,REALEJOS (LOS),38,1.485,1.639
2026-04-15,EESS OCÉANO  LA AZADILLA,REALEJOS (LOS),38,1.425,1.595
2026-04-15,ESTACION DE SERVICIOS EL MIRADOR,REALEJOS (LOS),38,1.419,1.629
2026-04-15,OCÉANO LOS REALEJOS,REALEJOS (LOS),38,1.425,1.575
2026-04-15,PETROPRIX,REALEJOS (LOS),38,1.385,1.555
2026-04-15,REPSOL,CRUZ SANTA,38,1.454,1.699
2026-04-15,DISA,ICOD EL ALTO,38,1.475,1.625
2026-04-15,REPSOL,PALO BLANCO-LLANADAS,38,1.445,1.695
2026-04-15,TGAS EL ROSARIO,SAN ISIDRO,38,1.449,1.629
2026-04-15,CEPSA,ROSARIO (EL),38,1.439,1.634
2026-04-15,PCAN,ROSARIO (EL),38,1.436,1.638
2026-04-15,MOEVE,SAUCES (LOS),38,1.622,1.599
2026-04-15,DISA,SAUCES (LOS),38,1.569,1.599
2026-04-15,SHELL LA LAGUNA,SAN CRISTOBAL,38,1.445,1.619
2026-04-15,REPSOL,SAN CRISTOBAL,38,1.439,1.657
2026-04-15,ES TAXLAGUNA ,SAN CRISTOBAL,38,1.42,1.583
2026-04-15,BP E.S. LAS CANTERAS S.L.,SAN CRISTOBAL,38,1.458,1.638
2026-04-15,PCAN,"CUESTA, LA",38,1.388,1.598
2026-04-15,DISA OFRA,"CUESTA, LA",38,1.455,1.635
2026-04-15,DISA VISTABELLA,"CUESTA, LA",38,1.455,1.635
2026-04-15,OCÉANO TACO,TACO,38,1.299,1.499
2026-04-15,REPSOL,TACO,38,1.479,1.649
2026-04-15,REPSOL,GENETO,38,1.479,1.649
2026-04-15,TGAS LOS BALDÍOS,"BALDIOS, LOS",38,1.469,1.659
2026-04-15,PCAN,GUAMASA,38,1.436,1.649
2026-04-15,REPSOL,VALLE DE GUERRA,38,1.439,1.657
2026-04-15,BP TEJINA,TEJINA,38,1.475,1.659
2026-04-15,DISA TEJINA,TEJINA,38,1.545,1.665
2026-04-15,DISA BAJAMAR,BAJAMAR,38,1.545,1.665
2026-04-15,OCÉANO,LA LAGUNA,38,1.359,1.599
2026-04-15,DISA LAS CHUMBERAS,LA LAGUNA,38,1.435,1.615
2026-04-15,DISA LOS MAJUELOS,LA LAGUNA,38,1.435,1.625
2026-04-15,CEPSA LOS ANDENES,LA LAGUNA,38,1.439,1.629
2026-04-15,BP TACO NORTE,LA LAGUNA,38,1.475,1.659
2026-04-15,BP SAN BENITO,LA LAGUNA,38,1.475,1.649
2026-04-15,DISA PADRE ANCHIETA,LA LAGUNA,38,1.445,1.619
2026-04-15,TGAS,LA LAGUNA,38,1.399,1.659
2026-04-15,PCAN,LA LAGUNA,38,1.428,1.648
2026-04-15,TGAS LAS MERCEDES,LA LAGUNA,38,1.499,1.683
2026-04-15,REPSOL,SAN JUAN DE LA RAMBLA,38,1.449,1.609
2026-04-15,REPSOL,SAN MIGUEL,38,1.469,1.649
2026-04-15,DISA SAN MIGUEL,SAN MIGUEL,38,1.495,1.669
2026-04-15,DISA LAS CHAFIRAS,CHAFIRAS (LAS),38,1.465,1.639
2026-04-15,OCÉANO,CHAFIRAS (LAS),38,1.335,1.599
2026-04-15,ESTACIÓN DE SERVICIO EL GOMERO,CHAFIRAS (LAS),38,1.419,1.599
2026-04-15,MOEVE,CHAFIRAS (LAS),38,1.419,1.634
2026-04-15,PLENERGY,CHAFIRAS (LAS),38,1.335,1.519
2026-04-15,PCAN,CHAFIRAS (LAS),38,1.418,1.598
2026-04-15,REPSOL,ZOCAS (LAS),38,1.429,1.619
2026-04-15,SAN SEBASTIAN,SAN SEBASTIAN DE LA GOMERA,38,1.669,1.859
2026-04-15,DISA MUELLE GOMERA,SAN SEBASTIAN DE LA GOMERA,38,1.669,1.859
2026-04-15,BP BAJAMAR,SANTA CRUZ DE LA PALMA,38,1.579,
2026-04-15,DISA,SANTA CRUZ DE LA PALMA,38,1.569,1.599
2026-04-15,PLENERGY,SANTA CRUZ DE LA PALMA,38,1.475,1.499
2026-04-15,CEPSA,SANTA CRUZ DE TENERIFE,38,1.479,1.674
2026-04-15,DISA BALNEARIO II,SANTA CRUZ DE TENERIFE,38,1.505,1.679
2026-04-15,DISA TRES DE MAYO,SANTA CRUZ DE TENERIFE,38,1.475,1.659
2026-04-15,BP CRUZ DEL SEÑOR,SANTA CRUZ DE TENERIFE,38,1.475,1.659
2026-04-15,DISA ARACAYU,SANTA CRUZ DE TENERIFE,38,1.475,1.649
2026-04-15,DISA FOMENTO,SANTA CRUZ DE TENERIFE,38,1.545,1.729
2026-04-15, BP AVENIDA 3 DE MAYO,SANTA CRUZ DE TENERIFE,38,1.475,1.659
2026-04-15,DISA VIA PENETRACION,SANTA CRUZ DE TENERIFE,38,1.475,1.659
2026-04-15,DISA TIO PINO,SANTA CRUZ DE TENERIFE,38,1.475,1.649
2026-04-15,E.S.SHELL OFRA,SANTA CRUZ DE TENERIFE,38,1.465,1.635
2026-04-15,SHELL EL RAMONAL,SANTA CRUZ DE TENERIFE,38,1.475,1.649
2026-04-15,"CANARY OIL, S.L.",SANTA CRUZ DE TENERIFE,38,1.289,1.469
2026-04-15,DISA LAS DELICIAS,SANTA CRUZ DE TENERIFE,38,1.485,1.665
2026-04-15,DISA EL MAYORAZGO,SANTA CRUZ DE TENERIFE,38,1.455,1.639
2026-04-15,TGAS-TU TRÉBOL,SANTA CRUZ DE TENERIFE,38,1.328,1.48
2026-04-15,DISA CUEVAS BLANCAS,SANTA CRUZ DE TENERIFE,38,1.495,1.649
2026-04-15,MOEVE,SANTA CRUZ DE TENERIFE,38,1.439,1.624
2026-04-15,DISA BARRANCO GRANDE,SANTA CRUZ DE TENERIFE,38,1.475,1.649
2026-04-15,DISA EL SOBRADILLO,SANTA CRUZ DE TENERIFE,38,1.465,1.649
2026-04-15,DISA TACO,SANTA CRUZ DE TENERIFE,38,1.475,1.649
2026-04-15, BP TACO,SANTA CRUZ DE TENERIFE,38,1.475,1.659
2026-04-15,REPSOL,SANTA CRUZ DE TENERIFE,38,1.489,1.669
2026-04-15,GMOIL,SANTA CRUZ DE TENERIFE,38,1.319,1.489
2026-04-15,REPSOL,AÑAZA,38,1.489,1.649
2026-04-15,DISA BALNEARIO I,SANTA CRUZ DE TENERIFE,38,1.505,1.679
2026-04-15,DISA NAUTICO,SANTA CRUZ DE TENERIFE,38,1.515,1.699
2026-04-15,DISA EL CHORRILLO,EL ROSARIO,38,1.465,1.649
2026-04-15,REPSOL,SANTA URSULA,38,1.447,1.645
2026-04-15,SHELL SANTA URSULA,SANTA URSULA,38,1.475,1.689
2026-04-15,CEPSA,SANTIAGO DEL TEIDE,38,1.469,1.56
2026-04-15,DISA,TAMAIMO,38,1.479,1.592
2026-04-15,DISA,SANTIAGO DEL TEIDE,38,1.472,1.596
2026-04-15,DISA BAJADA A LOS GIGANTES,SANTIAGO DEL TEIDE,38,1.525,1.659
2026-04-15,REPSOL,EL SAUZAL,38,1.469,1.659
2026-04-15,CEPSA,EL SAUZAL,38,1.449,1.639
2026-04-15,BP EL SAUZAL,EL SAUZAL,38,1.475,1.659
2026-04-15,DISA EL SAUZAL,EL SAUZAL,38,1.505,1.665
2026-04-15,DISA RAVELO,RAVELO,38,1.495,1.629
2026-04-15,DISA LOS SILOS,"SILOS, LOS",38,1.505,1.689
2026-04-15,CEPSA AGUA GARCIA,TACORONTE,38,1.449,1.644
2026-04-15,MOEVE LOS NARANJEROS,TACORONTE,38,1.449,1.654
2026-04-15,DISA TACORONTE,TACORONTE,38,1.505,1.659
2026-04-15,TGAS TACORONTE,TACORONTE,38,1.438,1.598
2026-04-15,BP,TACORONTE,38,1.459,1.639
2026-04-15,MOEVE,TACORONTE,38,1.449,1.654
2026-04-15,REPSOL,EL TANQUE,38,1.409,1.599
2026-04-15,SHELL,TAZACORTE,38,1.695,1.619
2026-04-15,BP TEGUESTE,TEGUESTE CENTRO,38,1.475,1.659
2026-04-15,TGAS TEGUESTE,TEGUESTE CENTRO,38,1.525,1.695
2026-04-15,DISA EL SOCORRO,SOCORRO (EL),38,1.545,1.659
2026-04-15,DISA VALLE GRAN REY,CALERA (LA),38,1.669,1.859
2026-04-15,DISA VALLEHERMOSO,VALLEHERMOSO,38,1.669,1.859
2026-04-15,ESTACION  SERVICIO CHIPUDE,CHIPUDE,38,1.659,1.859
2026-04-15,DISA VALVERDE,VALVERDE DEL HIERRO,38,1.619,1.749
2026-04-15,SHELL LA VICTORIA,VICTORIA DE ACENTEJO (LA),38,1.515,1.659
2026-04-15,DISA,VILAFLOR,38,1.495,1.669
2026-04-15,DISA,LODERO,38,1.699,1.623
