Fecha,Rótulo,Localidad,IDProvincia,Precio Gasolina 95 E5,Precio Gasoleo A
2026-04-14,ES TAXLAGUNA ,SAN CRISTOBAL,38,1.42,1.529
2026-04-14,BP E.S. LAS CANTERAS S.L.,SAN CRISTOBAL,38,1.458,1.638
2026-04-14,PCAN,"CUESTA, LA",38,1.388,1.538
2026-04-14,DISA VISTABELLA,"CUESTA, LA",38,1.455,1.635
2026-04-14,DISA OFRA,"CUESTA, LA",38,1.455,1.635
2026-04-14,REPSOL,TACO,38,1.469,1.639
2026-04-14,OCÉANO TACO,TACO,38,1.299,1.499
2026-04-14,REPSOL,GENETO,38,1.469,1.639
2026-04-14,TGAS LOS BALDÍOS,"BALDIOS, LOS",38,1.469,1.659
2026-04-14,PCAN,GUAMASA,38,1.421,1.589
2026-04-14,REPSOL,VALLE DE GUERRA,38,1.439,1.657
2026-04-14,BP TEJINA,TEJINA,38,1.465,1.649
2026-04-14,DISA TEJINA,TEJINA,38,1.545,1.665
2026-04-14,DISA BAJAMAR,BAJAMAR,38,1.545,1.665
2026-04-14,OCÉANO,LA LAGUNA,38,1.359,1.599
2026-04-14,CEPSA LOS ANDENES,LA LAGUNA,38,1.439,1.619
2026-04-14,BP TACO NORTE,LA LAGUNA,38,1.465,1.649
2026-04-14,DISA LAS CHUMBERAS,LA LAGUNA,38,1.435,1.615
2026-04-14,DISA LOS MAJUELOS,LA LAGUNA,38,1.435,1.625
2026-04-14,BP SAN BENITO,LA LAGUNA,38,1.465,1.649
2026-04-14,DISA PADRE ANCHIETA,LA LAGUNA,38,1.445,1.619
2026-04-14,TGAS,LA LAGUNA,38,1.389,1.539
2026-04-14,PCAN,LA LAGUNA,38,1.436,1.638
2026-04-14,TGAS LAS MERCEDES,LA LAGUNA,38,1.499,1.683
2026-04-14,REPSOL,SAN JUAN DE LA RAMBLA,38,1.439,1.579
2026-04-14,REPSOL,SAN MIGUEL,38,1.469,1.639
2026-04-14,DISA SAN MIGUEL,SAN MIGUEL,38,1.495,1.669
2026-04-14,DISA LAS CHAFIRAS,CHAFIRAS (LAS),38,1.465,1.639
2026-04-14,OCÉANO,CHAFIRAS (LAS),38,1.335,1.599
2026-04-14,MOEVE,CHAFIRAS (LAS),38,1.419,1.619
2026-04-14,ESTACIÓN DE SERVICIO EL GOMERO,CHAFIRAS (LAS),38,1.419,1.599
2026-04-14,PCAN,CHAFIRAS (LAS),38,1.418,1.598
2026-04-14,PLENERGY,CHAFIRAS (LAS),38,1.335,1.519
2026-04-14,REPSOL,ZOCAS (LAS),38,1.429,1.619
2026-04-14,DISA MUELLE GOMERA,SAN SEBASTIAN DE LA GOMERA,38,1.669,1.859
2026-04-14,SAN SEBASTIAN,SAN SEBASTIAN DE LA GOMERA,38,1.669,1.859
2026-04-14,DISA,SANTA CRUZ DE LA PALMA,38,1.569,1.599
2026-04-14,PLENERGY,SANTA CRUZ DE LA PALMA,38,1.475,1.449
2026-04-14,BP BAJAMAR,SANTA CRUZ DE LA PALMA,38,1.565,
2026-04-14,CEPSA,SANTA CRUZ DE TENERIFE,38,1.479,1.664
2026-04-14,DISA BALNEARIO II,SANTA CRUZ DE TENERIFE,38,1.505,1.679
2026-04-14,BP CRUZ DEL SEÑOR,SANTA CRUZ DE TENERIFE,38,1.465,1.649
2026-04-14,DISA ARACAYU,SANTA CRUZ DE TENERIFE,38,1.475,1.649
2026-04-14,DISA FOMENTO,SANTA CRUZ DE TENERIFE,38,1.545,1.729
2026-04-14,DISA TRES DE MAYO,SANTA CRUZ DE TENERIFE,38,1.475,1.659
2026-04-14, BP AVENIDA 3 DE MAYO,SANTA CRUZ DE TENERIFE,38,1.465,1.649
2026-04-14,DISA VIA PENETRACION,SANTA CRUZ DE TENERIFE,38,1.475,1.659
2026-04-14,DISA TIO PINO,SANTA CRUZ DE TENERIFE,38,1.475,1.649
2026-04-14,SHELL EL RAMONAL,SANTA CRUZ DE TENERIFE,38,1.475,1.649
2026-04-14,E.S.SHELL OFRA,SANTA CRUZ DE TENERIFE,38,1.465,1.635
2026-04-14,DISA EL MAYORAZGO,SANTA CRUZ DE TENERIFE,38,1.455,1.639
2026-04-14,TGAS-TU TRÉBOL,SANTA CRUZ DE TENERIFE,38,1.328,1.48
2026-04-14,DISA LAS DELICIAS,SANTA CRUZ DE TENERIFE,38,1.485,1.665
2026-04-14,"CANARY OIL, S.L.",SANTA CRUZ DE TENERIFE,38,1.289,1.469
2026-04-14,DISA CUEVAS BLANCAS,SANTA CRUZ DE TENERIFE,38,1.495,1.649
2026-04-14,MOEVE,SANTA CRUZ DE TENERIFE,38,1.439,1.614
2026-04-14,DISA EL SOBRADILLO,SANTA CRUZ DE TENERIFE,38,1.465,1.649
2026-04-14,DISA TACO,SANTA CRUZ DE TENERIFE,38,1.475,1.649
2026-04-14,DISA BARRANCO GRANDE,SANTA CRUZ DE TENERIFE,38,1.475,1.649
2026-04-14,REPSOL,SANTA CRUZ DE TENERIFE,38,1.499,1.649
2026-04-14, BP TACO,SANTA CRUZ DE TENERIFE,38,1.465,1.649
2026-04-14,GMOIL,SANTA CRUZ DE TENERIFE,38,1.319,1.489
2026-04-14,REPSOL,AÑAZA,38,1.489,1.649
2026-04-14,DISA NAUTICO,SANTA CRUZ DE TENERIFE,38,1.515,1.699
2026-04-14,DISA BALNEARIO I,SANTA CRUZ DE TENERIFE,38,1.505,1.679
2026-04-14,DISA EL CHORRILLO,EL ROSARIO,38,1.465,1.649
2026-04-14,REPSOL,SANTA URSULA,38,1.447,1.645
2026-04-14,SHELL SANTA URSULA,SANTA URSULA,38,1.475,1.689
2026-04-14,CEPSA,SANTIAGO DEL TEIDE,38,1.469,1.56
2026-04-14,DISA,TAMAIMO,38,1.479,1.592
2026-04-14,DISA,SANTIAGO DEL TEIDE,38,1.472,1.596
2026-04-14,DISA BAJADA A LOS GIGANTES,SANTIAGO DEL TEIDE,38,1.525,1.659
2026-04-14,DISA EL SAUZAL,EL SAUZAL,38,1.505,1.665
2026-04-14,BP EL SAUZAL,EL SAUZAL,38,1.465,1.649
2026-04-14,REPSOL,EL SAUZAL,38,1.489,1.649
2026-04-14,CEPSA,EL SAUZAL,38,1.449,1.639
2026-04-14,DISA RAVELO,RAVELO,38,1.495,1.629
2026-04-14,DISA LOS SILOS,"SILOS, LOS",38,1.505,1.689
2026-04-14,TGAS TACORONTE,TACORONTE,38,1.438,1.598
2026-04-14,MOEVE,TACORONTE,38,1.449,1.644
2026-04-14,BP,TACORONTE,38,1.459,1.639
2026-04-14,CEPSA AGUA GARCIA,TACORONTE,38,1.449,1.634
2026-04-14,DISA TACORONTE,TACORONTE,38,1.505,1.659
2026-04-14,MOEVE LOS NARANJEROS,TACORONTE,38,1.449,1.644
2026-04-14,REPSOL,EL TANQUE,38,1.409,1.599
2026-04-14,SHELL,TAZACORTE,38,1.695,1.619
2026-04-14,TGAS TEGUESTE,TEGUESTE CENTRO,38,1.525,1.695
2026-04-14,BP TEGUESTE,TEGUESTE CENTRO,38,1.465,1.649
2026-04-14,DISA EL SOCORRO,SOCORRO (EL),38,1.545,1.659
2026-04-14,DISA VALLE GRAN REY,CALERA (LA),38,1.669,1.859
2026-04-14,DISA VALLEHERMOSO,VALLEHERMOSO,38,1.669,1.859
2026-04-14,ESTACION  SERVICIO CHIPUDE,CHIPUDE,38,1.659,1.859
2026-04-14,DISA VALVERDE,VALVERDE DEL HIERRO,38,1.619,1.749
2026-04-14,SHELL LA VICTORIA,VICTORIA DE ACENTEJO (LA),38,1.515,1.659
2026-04-14,DISA,VILAFLOR,38,1.495,1.669
2026-04-14,DISA,LODERO,38,1.699,1.623
2026-04-15,SHELL AGAETE,AGAETE,35,1.489,1.639
2026-04-15,DISA AGAETE,AGAETE,35,1.469,1.609
2026-04-15,DISA AGUIMES,AGUIMES,35,1.475,1.649
2026-04-15,DISA AUTOPISTA KM 21,AGUIMES,35,1.555,1.729
2026-04-15,"REPSOL OPER CANARIOS  S,L.",AGUIMES,35,1.429,1.587
2026-04-15,BP KM 13 CRUCE ARINAGA,CRUCE DE ARINAGA,35,1.439,1.597
2026-04-15,PLENERGY,CRUCE DE ARINAGA,35,1.379,1.489
2026-04-15,REPSOL,POLIGONO RESIDENCIAL DE ARINAGA,35,1.459,1.639
2026-04-15,DISA BALOS,AGUIMES,35,1.465,1.639
2026-04-15,CANARY OIL,AGUIMES,35,1.379,1.489
2026-04-15,OCÉANO,AGUIMES,35,1.419,1.539
2026-04-15,MOEVE,AGUIMES,35,1.429,1.634
2026-04-15,CEPSA,AGUIMES,35,1.429,1.634
2026-04-15,PETROPRIX,AGUIMES,35,1.379,1.489
2026-04-15,PLENERGY,AGUIMES,35,1.379,1.489
2026-04-15,SHELL ARINAGA,AGUIMES,35,1.555,1.729
2026-04-15,DISA AUT.ARINAGA,AGUIMES,35,1.525,1.699
2026-04-15,REPSOL,AGUIMES,35,1.469,1.639
2026-04-15,REPSOL LA ALDEA,SAN NICOLAS DE TOLENTINO,35,1.505,1.689
2026-04-15,DISA LA ALDEA,SAN NICOLAS DE TOLENTINO,35,1.505,1.689
2026-04-15,PLENERGY,ANTIGUA,35,1.359,1.479
2026-04-15,DISA EL MATORRAL,CASTILLO (EL),35,1.445,1.569
2026-04-15,CEPSA ANTIGUA,ANTIGUA,35,1.439,1.584
2026-04-15,BP CALETA DE FUSTE,CALETA DE FUSTE,35,1.449,1.589
2026-04-15,PETROPRIX,CALETA DE FUSTE,35,1.359,1.479
2026-04-15,DISA CIRCUNVALACION II,ARRECIFE,35,1.485,1.645
2026-04-15,DISA LOS MARMOLES,ARRECIFE,35,1.485,1.645
2026-04-15,DISA NUEVA AEROPUERTO,ARRECIFE,35,1.485,1.655
2026-04-15,DISA CIRCUNVALACION I,ARRECIFE,35,1.485,1.645
2026-04-15,REPSOL,ARRECIFE,35,1.468,1.638
2026-04-15,DISA,ARRECIFE,35,1.471,1.657
2026-04-15,BP,ARRECIFE,35,1.469,1.629
2026-04-15,MOEVE,ARRECIFE,35,1.469,1.654
2026-04-15,DISA AEROPUERTO,ARRECIFE,35,1.485,1.655
2026-04-15,PLENERGY,ARRECIFE,35,1.339,1.479
2026-04-15,SHELL ARRECIFE I,ARRECIFE,35,1.449,1.609
2026-04-15,DISA VALTERRA,ARRECIFE,35,1.505,1.665
2026-04-15,SHELL FLICK LANZAROTE,ARRECIFE,35,1.505,1.665
2026-04-15,DISA ARRECIFE,ARRECIFE,35,1.505,1.665
2026-04-15,SHELL ARRECIFE II,ARRECIFE,35,1.449,1.609
2026-04-15,ES ARTENARA,ARTENARA,35,1.479,1.649
2026-04-15,E.S. SHELL AUTOVÍA  ARUCAS,ARUCAS,35,1.459,1.649
2026-04-15,BP LAS VEGAS,ARUCAS,35,1.478,1.654
2026-04-15,DISA ARUCAS,ARUCAS,35,1.475,1.649
2026-04-15,SHELL NUEVA ARUCAS,ARUCAS,35,1.475,1.649
2026-04-15,MOEVE  LOS PORTALES,ARUCAS,35,1.469,1.649
2026-04-15,BP SANTIDAD,SANTIDAD,35,1.479,1.659
2026-04-15,REPSOL,CASTILLOS (LOS),35,1.47,1.649
2026-04-15,MOEVE,ARUCAS,35,1.449,1.664
2026-04-15,"CEPSA OPER CANARIOS  S,L.",ARUCAS,35,1.449,1.664
2026-04-15,DISA BAÑADEROS,ARUCAS,35,1.495,1.649
2026-04-15,CEPSA,FIRGAS,35,1.469,1.664
2026-04-15,SHELL GALDAR,GALDAR,35,1.485,1.639
2026-04-15,"CANARY OIL, S.L.",GALDAR,35,1.386,1.489
2026-04-15,TGAS SARDINA DEL NORTE,PUERTO DE SARDINA,35,1.465,1.619
2026-04-15,PETROPRIX,SAN ISIDRO,35,1.385,1.489
2026-04-15,REPSOL ,MARMOLEJOS,35,1.475,1.629
2026-04-15,TGAS HARÍA,HARIA,35,1.459,1.629
2026-04-15,PCAN ARRIETA,ARRIETA,35,1.399,1.549
2026-04-15,DISA NUEVO INGENIO,INGENIO,35,1.485,1.659
2026-04-15,SHELL INGENIO,INGENIO,35,1.485,1.659
2026-04-15,BP EL CARRIZAL,INGENIO,35,1.475,1.659
2026-04-15,MOEVE INGENIO,INGENIO,35,1.399,1.599
2026-04-15,PLENERGY,INGENIO,35,1.359,1.489
2026-04-15,PETROPRIX,INGENIO,35,1.359,1.489
2026-04-15,OCÉANO EL CARRIZAL,CARRIZAL,35,1.409,1.539
2026-04-15,DISA CARRIZAL,CARRIZAL,35,1.465,1.639
2026-04-15,"SANTANA DOMINGUEZ, S.L.",CARRIZAL,35,1.32,1.485
2026-04-15,PLENERGY,CARRIZAL,35,1.359,1.489
2026-04-15,DISA MOGAN,MOGAN,35,1.515,1.659
2026-04-15,"PUERTO RICO, S.A",ALMACIGOS (LOS),35,1.459,1.579
2026-04-15,PCAN,ARGUINEGUIN,35,1.449,1.629
2026-04-15,BP ARGUINEGUIN,ARGUINEGUIN,35,1.475,1.659
2026-04-15,SHELL PUERTO RICO,PUERTO RICO,35,1.495,1.659
2026-04-15,"CANARY GREEN CORNER, SL",BARRANCO DEL LAUREL,35,1.396,1.539
2026-04-15,H2EXAGON NORTE,MOYA,35,1.379,1.489
2026-04-15,BP MOYA,MOYA,35,1.475,1.649
2026-04-15,BP KM 13 - 1 (SAN ANDRES),MOYA,35,1.457,1.597
2026-04-15,DISA LA OLIVA,OLIVA (LA),35,1.505,1.615
2026-04-15,DISA CORRALEJO,CORRALEJO,35,1.505,1.615
2026-04-15,H2GO CORRALEJO,CORRALEJO,35,1.449,1.575
2026-04-15,DISA COSTA CALMA,COSTA CALMA,35,1.495,1.619
2026-04-15,CEPSA,COSTA CALMA,35,1.469,1.614
2026-04-15,SHELL JANDIA,MORRO JABLE,35,1.485,1.619
2026-04-15,H2GO MORRO JABLE,MORRO JABLE,35,1.449,1.575
2026-04-15,E.S. DISA VEGUETA,PALMAS DE GRAN CANARIA (LAS),35,1.459,1.649
2026-04-15,SHELL VEGUETA,PALMAS DE GRAN CANARIA (LAS),35,1.495,1.659
2026-04-15,MOEVE,PALMAS DE GRAN CANARIA (LAS),35,1.449,1.664
2026-04-15,REPSOL,PALMAS DE GRAN CANARIA (LAS),35,1.479,1.659
2026-04-15,BP SAN LORENZO,PALMAS DE GRAN CANARIA (LAS),35,1.475,1.659
2026-04-15,BP SAN JOSE,PALMAS DE GRAN CANARIA (LAS),35,1.475,1.659
2026-04-15,DISA SAN JOSE,PALMAS DE GRAN CANARIA (LAS),35,1.495,1.659
2026-04-15,SHELL MERCALASPALMAS,PALMAS DE GRAN CANARIA (LAS),35,1.475,1.649
2026-04-15,CEPSA,PALMAS DE GRAN CANARIA (LAS),35,1.449,1.664
2026-04-15,DISA PUERTO DE LA LUZ,PALMAS DE GRAN CANARIA (LAS),35,1.485,1.659
2026-04-15,DISA EL SEBADAL,PALMAS DE GRAN CANARIA (LAS),35,1.515,1.689
2026-04-15,BP PUERTO DE LA LUZ,PALMAS DE GRAN CANARIA (LAS),35,1.474,1.668
2026-04-15,PETROPRIX,PALMAS DE GRAN CANARIA (LAS),35,1.419,1.559
2026-04-15,BP CIDELMAR,PALMAS DE GRAN CANARIA (LAS),35,1.475,1.659
2026-04-15,SHELL TOMAS MORALES,PALMAS DE GRAN CANARIA (LAS),35,1.475,1.649
2026-04-15,MOEVE PLAZA DEL PINO,PALMAS DE GRAN CANARIA (LAS),35,1.449,1.629
2026-04-15,PLENERGY,PALMAS DE GRAN CANARIA (LAS),35,1.369,1.469
2026-04-15,"CANARY OIL, S.L.",PALMAS DE GRAN CANARIA (LAS),35,1.379,1.479
2026-04-15,BP COOPERATIVA TAXIS S. CRISTOBAL,PALMAS DE GRAN CANARIA (LAS),35,1.457,1.649
2026-04-15,MOEVE HOYA PARRADO,PALMAS DE GRAN CANARIA (LAS),35,1.439,1.629
2026-04-15,DISA TAFIRA,PALMAS DE GRAN CANARIA (LAS),35,1.465,1.639
2026-04-15,SHELL REHOYAS,PALMAS DE GRAN CANARIA (LAS),35,1.475,1.649
2026-04-15,DISA TARAHALES I,PALMAS DE GRAN CANARIA (LAS),35,1.465,1.639
2026-04-15,BP LA PATERNA,PALMAS DE GRAN CANARIA (LAS),35,1.488,1.664
2026-04-15,E.S. DISA MILLER BAJO,PALMAS DE GRAN CANARIA (LAS),35,1.459,1.649
2026-04-15,DISA JUAN XXIII,PALMAS DE GRAN CANARIA (LAS),35,1.475,1.649
2026-04-15,BP CIUDAD JARDIN (CAN),PALMAS DE GRAN CANARIA (LAS),35,1.475,1.659
2026-04-15,DISA CHIL,PALMAS DE GRAN CANARIA (LAS),35,1.485,1.659
2026-04-15,H2EXAGON LAS TORRES,PALMAS DE GRAN CANARIA (LAS),35,1.32,1.489
2026-04-15,PLENERGY,TAMARACEITE,35,1.369,1.539
2026-04-15,BP LOMO LOS FRAILES,TAMARACEITE,35,1.475,1.659
2026-04-15,BP TAMARACEITE II,TAMARACEITE,35,1.475,1.659
2026-04-15,BP GUANARTEME,PALMAS DE GRAN CANARIA (LAS),35,1.475,1.659
2026-04-15,DISA ALCARAVANERAS,PALMAS DE GRAN CANARIA (LAS),35,1.485,1.649
2026-04-15,E.S. SHELL SCHAMANN,PALMAS DE GRAN CANARIA (LAS),35,1.459,1.649
2026-04-15,H2EXAGON ESCALERITAS,PALMAS DE GRAN CANARIA (LAS),35,1.369,1.469
2026-04-15,BP BARRANQUILLO TAXISTAS SAN CRISTOBAL,PALMAS DE GRAN CANARIA (LAS),35,1.457,1.649
2026-04-15,DISA EL DRAGON,PALMAS DE GRAN CANARIA (LAS),35,1.475,1.649
2026-04-15,DISA ESCALERITAS,PALMAS DE GRAN CANARIA (LAS),35,1.475,1.649
2026-04-15,BP ALTAVISTA,PALMAS DE GRAN CANARIA (LAS),35,1.475,1.659
2026-04-15,DISA ALMATRICHE,ALMATRICHE,35,1.479,1.707
2026-04-15,DISA TAMARACEITE,ALMATRICHE,35,1.475,1.659
2026-04-15,REPSOL,MONTAÑETA (LA),35,1.469,1.659
2026-04-15,CEPSA LA MARINA,PALMAS DE GRAN CANARIA (LAS),35,1.459,1.549
2026-04-15,BP LA HONDURA,PUERTO DEL ROSARIO,35,1.437,1.567
2026-04-15,PCAN GIL,PUERTO DEL ROSARIO,35,1.419,1.524
2026-04-15,DISA,PUERTO DEL ROSARIO,35,1.42,1.545
2026-04-15,MERCASOSA,PUERTO DEL ROSARIO,35,1.42,1.545
2026-04-15,DISA SECUNDINO ALONSO,PUERTO DEL ROSARIO,35,1.455,1.609
2026-04-15,DISA  EL CHARCO,PUERTO DEL ROSARIO,35,1.445,1.599
2026-04-15,DISA RIO CABRAS,PUERTO DEL ROSARIO,35,1.445,1.599
2026-04-15,REPSOL,PUERTO DEL ROSARIO,35,1.449,1.599
2026-04-15,CEPSA PUERTO ROSARIO,PUERTO DEL ROSARIO,35,1.439,1.594
2026-04-15,H2GO MUELLE CHICO,PUERTO DEL ROSARIO,35,1.449,1.575
2026-04-15,MOEVE,PUERTO DEL ROSARIO,35,1.439,1.594
2026-04-15,DISA,SAN BARTOLOME,35,1.449,1.619
2026-04-15,REPSOL,PLAYA HONDA,35,1.469,1.639
2026-04-15,DISA MASPALOMAS,SAN FERNANDO,35,1.475,1.649
2026-04-15,MOEVE MASPALOMAS,MASPALOMAS,35,1.449,1.654
2026-04-15,PETROPRIX,MASPALOMAS,35,1.375,1.539
2026-04-15,REPSOL,TABLERO (EL),35,1.459,1.649
2026-04-15,DISA FATAGA,SAN BARTOLOME TIRAJANA,35,1.475,1.648
2026-04-15,CEPSA JUAN GRANDE,SAN BARTOLOME TIRAJANA,35,1.449,1.639
2026-04-15,SHELL JUAN GRANDE,SAN BARTOLOME TIRAJANA,35,1.475,1.659
2026-04-15,DISA ,SAN BARTOLOME TIRAJANA,35,1.504,1.65
2026-04-15,CEPSA TAXISTAS S.AGUSTIN,SAN BARTOLOME TIRAJANA,35,1.449,1.654
2026-04-15,SHELL MASPALOMAS,SAN BARTOLOME TIRAJANA,35,1.475,1.649
2026-04-15,BP EL VERIL,SAN BARTOLOME TIRAJANA,35,1.475,1.659
2026-04-15,BP SANTA BRIGIDA,SANTA BRIGIDA,35,1.465,1.659
2026-04-15,SHELL VECINDARIO,SANTA LUCIA,35,1.505,1.679
2026-04-15,DISA,SANTA LUCIA,35,1.462,1.634
2026-04-15,SHELL SANTA LUCIA,SANTA LUCIA,35,1.505,1.679
2026-04-15,OCÉANO SARDINA SUR,SANTA LUCIA,35,1.379,1.559
2026-04-15,MOEVE POZO IZQUIERDO,SANTA LUCIA,35,1.399,1.589
2026-04-15,BP EL TARO,SANTA LUCIA,35,1.456,1.648
2026-04-15,REPSOL,VECINDARIO,35,1.469,1.639
2026-04-15,BP DOCTORAL,DOCTORAL (EL),35,1.459,1.629
2026-04-15,ESTACION DE SERVICIO P44,CASA PASTORES,35,1.429,1.634
2026-04-15,REPSOL,CASA PASTORES,35,1.469,1.639
2026-04-15,BP GUIA,SANTA MARIA DE GUIA,35,1.475,1.659
2026-04-15,DISA GUIA,SANTA MARIA DE GUIA,35,1.485,1.639
2026-04-15,MOEVE,SANTA MARIA DE GUIA,35,1.469,1.664
2026-04-15,REPSOL,SANTA MARIA DE GUIA,35,1.475,1.629
2026-04-15,PLENERGY,BARRANQUILLO FRIO,35,1.359,1.489
2026-04-15,CEPSA,VILLA DE TEGUISE,35,1.465,1.635
2026-04-15,CEPSA,GUATIZA,35,1.465,1.635
2026-04-15,DISA COSTA TEGUISE,COSTA TEGUISE,35,1.485,1.639
2026-04-15,DISA TEGUISE GOLF,TEGUISE,35,1.485,1.639
2026-04-15,CEPSA TAHICHE II,TEGUISE,35,1.465,1.643
2026-04-15,CEPSA TAHICHE I,TEGUISE,35,1.465,1.643
2026-04-15,DISA TEJEDA,TEJEDA,35,1.479,1.649
2026-04-15,REPSOL,TELDE,35,1.459,1.649
2026-04-15,DISA TAXITEL,TELDE,35,1.475,1.649
2026-04-15,CEPSA EL CUBILLO,TELDE,35,1.439,1.629
2026-04-15,DISA PUNTO FIELATO,TELDE,35,1.485,1.659
2026-04-15,DISA EL ROQUE,TELDE,35,1.485,1.659
2026-04-15,DISA CRUCE DE MELENARA,TELDE,35,1.475,1.649
2026-04-15,SHELL TELDE,TELDE,35,1.485,1.659
2026-04-15,MOEVE,TELDE,35,1.439,1.644
2026-04-15,H2EXAGON JINAMAR,TELDE,35,1.387,1.489
2026-04-15,DISA JINAMAR,JINAMAR,35,1.475,1.649
2026-04-15,BP JINAMAR,JINAMAR,35,1.475,1.659
2026-04-15,BP LAS TERRAZAS,JINAMAR,35,1.475,1.659
2026-04-15,BP CRUZ DE LA GALLINA LOMO LA FRANCIA,JINAMAR,35,1.459,1.649
2026-04-15,DISA LA PARDILLA,PARDILLA (LA),35,1.455,1.639
2026-04-15,DISA BOCABARRANCO,SAN ANTONIO,35,1.455,1.639
2026-04-15,OCÉANO,GARITA (LA),35,1.36,1.54
2026-04-15,BP LA GARITA,GARITA (LA),35,1.429,1.609
2026-04-15,DISA CUATRO PUERTAS,GORO (EL),35,1.475,1.649
2026-04-15,"CANARY OIL, S.L.",GORO (EL),35,1.339,1.48
2026-04-15,FAST FUEL GORO,TELDE,35,1.338,1.478
2026-04-15,CEPSA OJOS DE GARZA,TELDE,35,1.449,1.639
2026-04-15,"CEPSA OPER CANARIOS S,L.",TELDE,35,1.439,1.629
2026-04-15,PETROPRIX,EL CALERO-TELDE,35,1.379,1.489
2026-04-15,BP CRUCE DE MELENARA,EL CALERO-TELDE,35,1.475,1.659
2026-04-15,BP EL CALERO,EL CALERO-TELDE,35,1.475,1.659
2026-04-15,DISA TEROR,TEROR,35,1.505,1.669
2026-04-15,MOEVE,TEROR,35,1.469,1.664
2026-04-15,PCAN,TIAS,35,1.411,1.559
2026-04-15,SPL,TIAS,35,1.439,1.589
2026-04-15,DISA PUERTO DEL CARMEN,PUERTO DEL CARMEN,35,1.469,1.599
2026-04-15,CEPSA,PUERTO DEL CARMEN,35,1.409,1.614
2026-04-15,DISA MACHER,MACHER,35,1.429,1.589
2026-04-15,MOEVE TINAJO,TINAJO,35,1.449,1.649
2026-04-15,SANTANA DOMINGUEZ,TUINEJE,35,1.32,1.555
2026-04-15,CEPSA GRAN TARAJAL,GRAN TARAJAL,35,1.439,1.594
2026-04-15,DISA EL CARACOL,TARAJALEJO,35,1.475,1.599
2026-04-15,BP VALLESECO,VALLESECO,35,1.475,1.649
2026-04-15,CEPSA LOS ALMENDROS,VALSEQUILLO,35,1.439,1.569
2026-04-15,DISA ,VALSEQUILLO,35,1.439,1.664
2026-04-15,SHELL SAN MATEO,VEGA DE SAN MATEO,35,1.465,1.639
2026-04-15,REPSOL SAN MATEO,VEGA DE SAN MATEO,35,1.457,1.657
2026-04-15,E.S.DISA YAIZA,YAIZA,35,1.519,1.759
2026-04-15,COMBUSTIBLES CANARIOS,YAIZA,35,1.449,1.619
2026-04-15,REPSOL,YAIZA,35,1.455,1.705
2026-04-15,ESTACION PLAYA BLANCA,YAIZA,35,1.449,1.649
2026-04-15,MARINA RUBICON,PLAYA BLANCA,35,1.419,1.619
2026-04-15,SHELL,ADEJE,38,1.474,1.658
2026-04-15,BP LA ATALAYA,ADEJE,38,1.474,1.658
2026-04-15,GMOIL,ADEJE,38,1.339,1.499
2026-04-15,BP COOP SAN SEBASTIAN,ADEJE,38,1.475,1.659
2026-04-15,REPSOL,ADEJE,38,1.464,1.648
2026-04-15,TGAS-TU TRÉBOL,ADEJE,38,1.356,1.48
2026-04-15,PLENERGY,ADEJE,38,1.349,1.489
2026-04-15,DISA FAÑABE,FAÑABE,38,1.475,1.649
2026-04-15,DISA,FAÑABE,38,1.498,1.605
2026-04-15,BP SIAM MALL,PLAYA DE LAS AMERICAS,38,1.475,1.659
2026-04-15,REPSOL,ARMEÑIME,38,1.465,1.629
2026-04-15,DISA TIJOCO,TIJOCO BAJO,38,1.555,1.729
2026-04-15,MOEVE,CALDERA (LA),38,1.469,1.644
2026-04-15,H2GO MAXO ARMEÑIME,ADEJE,38,1.455,1.629
2026-04-15,OCÉANO PLAYA SANTIAGO,ALAJERO,38,1.669,1.859
2026-04-15,H2EXAGON ARAFO,ARAFO,38,1.357,1.499
2026-04-15,BP POLIGONO GUIMAR,ARAFO,38,1.475,1.659
2026-04-15,REPSOL,ARAFO,38,1.479,1.649
2026-04-15,CEPSA,ARAFO,38,1.439,1.644
2026-04-15,PLENERGY,ARAFO,38,1.347,1.489
2026-04-15,TGAS LA HIDALGA,HIDALGA (LA),38,1.439,1.629
2026-04-15,REPSOL,HIDALGA (LA),38,1.459,1.639
2026-04-15,CEPSA,CISNERA,38,1.419,1.599
2026-04-15,DISA,ARICO NUEVO,38,1.439,1.624
2026-04-15,REPSOL,PORIS DE ABONA,38,1.439,1.624
2026-04-15,CEPSA,ARICO,38,1.419,1.634
2026-04-15,ESTACIÓN ABADES KM 44,ARICO,38,1.436,1.649
2026-04-15,REPSOL,ARONA,38,1.469,1.629
2026-04-15,SHELL ARONA,ARONA,38,1.465,1.629
2026-04-15,BP TEN BEL,ARONA,38,1.449,1.629
2026-04-15,BP GUAZA,ARONA,38,1.474,1.658
2026-04-15,CEPSA,ARONA,38,1.449,1.624
2026-04-15,TGAS LAS GALLETAS,ARONA,38,1.449,1.639
2026-04-15,TGAS ARONA,ARONA,38,1.44,1.59
2026-04-15,MOEVE LLANO AZUL,ARONA,38,1.449,1.614
2026-04-15,DISA,CAMELLA(LA),38,1.449,1.624
2026-04-15,CEPSA,VALLE DE SAN LORENZO,38,1.449,1.624
2026-04-15,BP CABO BLANCO,CABO BLANCO,38,1.474,1.648
2026-04-15,BP LOS CRISTIANOS,CRISTIANOS(LOS),38,1.475,1.659
